Mod:Item:MetaData, Localized Name
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:rotten_plank_door_item, Rotten Plank Door
thebetweenlands:weedwood_door_treated_item, Treated Weedwood Door
thebetweenlands:rubber_tree_plank_door_treated_item, Treated Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_treated_item, Treated Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_treated_item, Treated Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_treated_item, Treated Nibbletwig Plank Door
thebetweenlands:rotten_plank_door_treated_item, Treated Rotten Plank Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:life_crystal_fragment, Life Crystal Fragment
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:critter, item.thebetweenlands.critter.name
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:tiny_sludge_worm, item.thebetweenlands.tiny_sludge_worm.name
thebetweenlands:tiny_sludge_worm_helper, item.thebetweenlands.tiny_sludge_worm_helper.name
thebetweenlands:anadia, item.thebetweenlands.anadia.name
thebetweenlands:jellyfish, item.thebetweenlands.jellyfish.name
thebetweenlands:silt_crab, item.thebetweenlands.silt_crab.name
thebetweenlands:bubbler_crab, item.thebetweenlands.bubbler_crab.name
thebetweenlands:freshwater_urchin, item.thebetweenlands.freshwater_urchin.name
thebetweenlands:chiromaw_egg, Chiromaw Hatchling
thebetweenlands:chiromaw_egg_lightning, Lightning Chiromaw Hatchling
thebetweenlands:chiromaw_tame, Tamed Chiromaw
thebetweenlands:chiromaw_tame_lightning, Tamed Lightning Chiromaw
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:dentrothyst_vial:0, Green Dentrothyst Vial
thebetweenlands:dentrothyst_vial:1, Dirty Dentrothyst Vial
thebetweenlands:dentrothyst_vial:2, Orange Dentrothyst Vial
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Shallowbreath
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Shallowbreath
thebetweenlands:aspect_vial:0, Green Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:1, Orange Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:0, Azuwynn (2)
thebetweenlands:aspect_vial:1, Azuwynn (2)
thebetweenlands:aspect_vial:0, Armaniis (2)
thebetweenlands:aspect_vial:1, Armaniis (2)
thebetweenlands:aspect_vial:0, Byariis (2)
thebetweenlands:aspect_vial:1, Byariis (2)
thebetweenlands:aspect_vial:0, Byrginaz (2)
thebetweenlands:aspect_vial:1, Byrginaz (2)
thebetweenlands:aspect_vial:0, Celawynn (2)
thebetweenlands:aspect_vial:1, Celawynn (2)
thebetweenlands:aspect_vial:0, Dayuniis (2)
thebetweenlands:aspect_vial:1, Dayuniis (2)
thebetweenlands:aspect_vial:0, Fergalaz (2)
thebetweenlands:aspect_vial:1, Fergalaz (2)
thebetweenlands:aspect_vial:0, Firnalaz (2)
thebetweenlands:aspect_vial:1, Firnalaz (2)
thebetweenlands:aspect_vial:0, Freiwynn (2)
thebetweenlands:aspect_vial:1, Freiwynn (2)
thebetweenlands:aspect_vial:0, Geoliirgaz (2)
thebetweenlands:aspect_vial:1, Geoliirgaz (2)
thebetweenlands:aspect_vial:0, Ordaniis (2)
thebetweenlands:aspect_vial:1, Ordaniis (2)
thebetweenlands:aspect_vial:0, Yeowynn (2)
thebetweenlands:aspect_vial:1, Yeowynn (2)
thebetweenlands:aspect_vial:0, Yunugaz (2)
thebetweenlands:aspect_vial:1, Yunugaz (2)
thebetweenlands:aspect_vial:0, Yihinren (2)
thebetweenlands:aspect_vial:1, Yihinren (2)
thebetweenlands:aspect_vial:0, Wodren (2)
thebetweenlands:aspect_vial:1, Wodren (2)
thebetweenlands:aspect_vial:0, Uduriis (2)
thebetweenlands:aspect_vial:1, Uduriis (2)
thebetweenlands:glue, item.thebetweenlands.glue.name
thebetweenlands:amulet, Amulet
thebetweenlands:amulet_slot, Amulet Slot
thebetweenlands:rope_item, Climbing Rope
thebetweenlands:ring_of_power, Ring of Power
thebetweenlands:ring_of_flight, Ring of Ascent
thebetweenlands:ring_of_recruitment, Ring of Recruitment
thebetweenlands:ring_of_summoning, Ring of Summoning
thebetweenlands:ring_of_dispersion, Ring of Dispersion
thebetweenlands:ring_of_gathering, Ring of Gathering
thebetweenlands:angry_pebble, Angry Pebble
thebetweenlands:lore_scrap, item.thebetweenlands.lore_scrap.name
thebetweenlands:tainted_potion, Tainted Potion (%s)
thebetweenlands:octine_ingot, Octine Ingot
thebetweenlands:mummy_bait, Mummy Bait
thebetweenlands:sap_spit, Sap Spit
thebetweenlands:bark_amulet, Bark Amulet
thebetweenlands:empty_amate_map, Empty Amate Map
thebetweenlands:amate_map:0, Amate Map
thebetweenlands:bone_wayfinder, Bone Wayfinder
thebetweenlands:magic_item_magnet, Magic Item Magnet
thebetweenlands:gem_singer, Gem Singer
thebetweenlands:shambler_tongue, Shambler Tongue
thebetweenlands:rune_door_key, Rune Door Key
thebetweenlands:lurker_skin_patch, Lurker Skin Patch
thebetweenlands:draeton_balloon, Draeton Balloon
thebetweenlands:draeton_burner, Draeton Burner
thebetweenlands:draeton, Draeton
thebetweenlands:draeton_upgrade_furnace, Draeton Furnace Upgrade
thebetweenlands:draeton_upgrade_anchor, Draeton Anchor Upgrade
thebetweenlands:draeton_upgrade_crafting, Draeton Crafting Upgrade
thebetweenlands:weedwood_rowboat_upgrade_lantern, Weedwood Rowboat Lantern Upgrade
thebetweenlands:snot_pod, Rocksnot Pod
thebetweenlands:bl_name_tag, Amate Name Tag
thebetweenlands:aa_upgrade_electric, Electric Upgrade
thebetweenlands:aa_upgrade_glide, Glide Upgrade
thebetweenlands:aa_upgrade_leap, Ascent Upgrade
thebetweenlands:aa_upgrade_urchin, Urchin Spike Upgrade
thebetweenlands:aa_upgrade_vortex, Fish Vortex Upgrade
thebetweenlands:aa_upgrade_trigger, Biopathic Triggerstone
thebetweenlands:aa_upgrade_toggle, Biopathic Linkstone
thebetweenlands:dye:0, Dull Lavender Dye
thebetweenlands:dye:1, Maroon Dye
thebetweenlands:dye:2, Shadow Green Dye
thebetweenlands:dye:3, Camelot Magenta Dye
thebetweenlands:dye:4, Saffron Dye
thebetweenlands:dye:5, Caribbean Green Dye
thebetweenlands:dye:6, Vivid Tangerine Dye
thebetweenlands:dye:7, Champagne Dye
thebetweenlands:dye:8, Raisin Black Dye
thebetweenlands:dye:9, Sushi Green Dye
thebetweenlands:dye:10, Elm Cyan Dye
thebetweenlands:dye:11, Cadmium Green Dye
thebetweenlands:dye:12, Lavender Blue Dye
thebetweenlands:dye:13, Brown Rust Dye
thebetweenlands:dye:14, Midnight Purple Dye
thebetweenlands:dye:15, Pewter Grey Dye
thebetweenlands:item_frame:0, Dull Lavender Item Frame
thebetweenlands:item_frame:1, Maroon Item Frame
thebetweenlands:item_frame:2, Shadow Green Item Frame
thebetweenlands:item_frame:3, Camelot Magenta Item Frame
thebetweenlands:item_frame:4, Saffron Item Frame
thebetweenlands:item_frame:5, Caribbean Green Item Frame
thebetweenlands:item_frame:6, Vivid Tangerine Item Frame
thebetweenlands:item_frame:7, Champagne Item Frame
thebetweenlands:item_frame:8, Raisin Black Item Frame
thebetweenlands:item_frame:9, Sushi Green Item Frame
thebetweenlands:item_frame:10, Elm Cyan Item Frame
thebetweenlands:item_frame:11, Cadmium Green Item Frame
thebetweenlands:item_frame:12, Lavender Blue Item Frame
thebetweenlands:item_frame:13, Brown Rust Item Frame
thebetweenlands:item_frame:14, Midnight Purple Item Frame
thebetweenlands:item_frame:15, Pewter Grey Item Frame
thebetweenlands:pheromone_thorax, Pheromone Thorax
thebetweenlands:silk_bundle, Silk Bundle
thebetweenlands:silk_filter, Silk Mesh Strainer
thebetweenlands:moss_filter, Moss Mesh Strainer
thebetweenlands:silky_pebble, Silky Pebble
mystgears:gear_wood, item.gear_wood.name
mystgears:gear_stone, item.gear_stone.name
mystgears:gear_diamond, item.gear_diamond.name
mystgears:gear_lead, item.gear_lead.name
mystgears:gear_copper, item.gear_copper.name
mystgears:gear_aluminium, item.gear_aluminium.name
mystgears:gear_tin, item.gear_tin.name
mystgears:gear_bronze, item.gear_bronze.name
mystgears:gear_nickel, item.gear_nickel.name
mystgears:gear_silver, item.gear_silver.name
mystgears:gear_electrum, item.gear_electrum.name
mystgears:gear_manasteel, item.gear_manasteel.name
mystgears:gear_terrasteel, item.gear_terrasteel.name
mystgears:gear_elvenelementium, item.gear_elvenelementium.name
mystgears:gear_thaumium, item.gear_thaumium.name
mystgears:gear_void, item.gear_void.name
mystgears:gear_black_hole, Black Hole Gear
mystgears:gear_googly_eye, Googly Eye
mystgears:gear_flywheel_light, Light Flywheel
mystgears:gear_flywheel_heavy, Heavy Flywheel
mystgears:gear_gearbox_cover, Gearbox Cover
mystgears:ember_gatling_gun, Ember Gatling Gun
mystgears:gearanium, Gearanium
mystgears:bellows_mechanical, Mechanical Bellows
mystgears:vis_motor, Vis Motor
mystgears:essentia_motor, Essentia Motor
mystgears:crafter_mechanical, Mechanical Pattern Crafter
mystgears:windup_box, Windup Box
mystgears:redstone_dynamo, Redstone Dynamo
mystgears:mechanical_dial, Mechanical Dial
mystgears:drill, Drill
mystgears:drill_diamond, Diamond Drill
mystgears:mechanical_turret, Mechanical Turret
patchouli:guide_book, Guide Book
tetra:sword_modular, item.sword_modular.name
tetra:geode, Geode
tetra:pristine_lapis, Pristine Lapis Lazuli
tetra:pristine_emerald, Pristine Emerald
tetra:pristine_diamond, Pristine Diamond
tetra:toolbelt_modular, item.toolbelt_modular.name
tetra:duplex_tool_modular, item.duplex_tool_modular.name
tetra:magmatic_cell, Thermal cell
tetra:forged_bolt, Bolt
tetra:forged_beam, Structure beam
tetra:forged_mesh, Flex mesh
tetra:quick_latch, Quick latch
tetra:metal_scrap, Metal scrap
tetra:vent_plate, Vent plate
tetra:journal, Holosphere
tetra:workbench, Crafting Table
tetra:hammer_head, Hammer head
tetra:hammer_base, Hammer base
tetra:forged_wall, Forged wall
tetra:forged_pillar, Forged pillar
tetra:forged_platform, Forged platform
tetra:forged_platform_slab, Forged platform
tetra:forged_vent, Forged vent
tetra:forged_container, Forged container
tetra:forged_crate, Forged crate
tetra:transfer_unit, Transfer unit
tetra:core_extractor, Core extractor
tetra:extractor_piston, Extractor piston
tetra:extractor_pipe, Extractor pipe
tetra:seeping_bedrock, Seeping bedrock
clothesline:clothesline, Clothesline
clothesline:clothesline_anchor, Clothesline Anchor
clothesline:crank, Crank
clothesline:spinner, Spinner
guideapi:bloodmagic-guide, item.guideapi.book.bloodmagic.guide.name
jaopca:block.agate, block.jaopca.block.agate.name
jaopca:block.aluminium_brass, block.jaopca.block.aluminium_brass.name
jaopca:block.amber, block.jaopca.block.amber.name
jaopca:block.amethyst, block.jaopca.block.amethyst.name
jaopca:block.antimony, block.jaopca.block.antimony.name
jaopca:block.aquamarine, block.jaopca.block.aquamarine.name
jaopca:block.arsenic, block.jaopca.block.arsenic.name
jaopca:block.astral_starmetal, block.jaopca.block.astral_starmetal.name
jaopca:block.basalz, block.jaopca.block.basalz.name
jaopca:block.beryl, block.jaopca.block.beryl.name
jaopca:block.beryllium, block.jaopca.block.beryllium.name
jaopca:block.beryllium_copper, block.jaopca.block.beryllium_copper.name
jaopca:block.bismuth, block.jaopca.block.bismuth.name
jaopca:block.bismuth_bronze, block.jaopca.block.bismuth_bronze.name
jaopca:block.black_bronze, block.jaopca.block.black_bronze.name
jaopca:block.blitz, block.jaopca.block.blitz.name
jaopca:block.blizz, block.jaopca.block.blizz.name
jaopca:block.blue_steel, block.jaopca.block.blue_steel.name
jaopca:block.boron, block.jaopca.block.boron.name
jaopca:block.carbon, block.jaopca.block.carbon.name
jaopca:block.carobbiite, block.jaopca.block.carobbiite.name
jaopca:block.certus_quartz, block.jaopca.block.certus_quartz.name
jaopca:block.charged_certus_quartz, block.jaopca.block.charged_certus_quartz.name
jaopca:block.chromite, block.jaopca.block.chromite.name
jaopca:block.cinnabar, block.jaopca.block.cinnabar.name
jaopca:block.dilithium, block.jaopca.block.dilithium.name
jaopca:block.elven_elementium, block.jaopca.block.elven_elementium.name
jaopca:block.ender, block.jaopca.block.ender.name
jaopca:block.ender_biotite, block.jaopca.block.ender_biotite.name
jaopca:block.ender_eye, block.jaopca.block.ender_eye.name
jaopca:block.ender_pearl, block.jaopca.block.ender_pearl.name
jaopca:block.ferroboron, block.jaopca.block.ferroboron.name
jaopca:block.fluorite, block.jaopca.block.fluorite.name
jaopca:block.flux, block.jaopca.block.flux.name
jaopca:block.garnet, block.jaopca.block.garnet.name
jaopca:block.graphite, block.jaopca.block.graphite.name
jaopca:block.gypsum, block.jaopca.block.gypsum.name
jaopca:block.h_o_p_graphite, block.jaopca.block.h_o_p_graphite.name
jaopca:block.halite, block.jaopca.block.halite.name
jaopca:block.hexamine, block.jaopca.block.hexamine.name
jaopca:block.hydrated_coal, block.jaopca.block.hydrated_coal.name
jaopca:block.jade, block.jaopca.block.jade.name
jaopca:block.jasper, block.jaopca.block.jasper.name
jaopca:block.kimberlite, block.jaopca.block.kimberlite.name
jaopca:block.lapis_lazuli, block.jaopca.block.lapis_lazuli.name
jaopca:block.life_crystal, block.jaopca.block.life_crystal.name
jaopca:block.lignite, block.jaopca.block.lignite.name
jaopca:block.lime, block.jaopca.block.lime.name
jaopca:block.limonite, block.jaopca.block.limonite.name
jaopca:block.lithium, block.jaopca.block.lithium.name
jaopca:block.lunar, block.jaopca.block.lunar.name
jaopca:block.magnesium, block.jaopca.block.magnesium.name
jaopca:block.magnesium_diboride, block.jaopca.block.magnesium_diboride.name
jaopca:block.magnet, block.jaopca.block.magnet.name
jaopca:block.malachite, block.jaopca.block.malachite.name
jaopca:block.mana, block.jaopca.block.mana.name
jaopca:block.manasteel, block.jaopca.block.manasteel.name
jaopca:block.milk, block.jaopca.block.milk.name
jaopca:block.moon, block.jaopca.block.moon.name
jaopca:block.nether_quartz, block.jaopca.block.nether_quartz.name
jaopca:block.netherrack, block.jaopca.block.netherrack.name
jaopca:block.nickel_silver, block.jaopca.block.nickel_silver.name
jaopca:block.obsidian, block.jaopca.block.obsidian.name
jaopca:block.opal, block.jaopca.block.opal.name
jaopca:block.peridot, block.jaopca.block.peridot.name
jaopca:block.phosphorus, block.jaopca.block.phosphorus.name
jaopca:block.pig_iron, block.jaopca.block.pig_iron.name
jaopca:block.potash, block.jaopca.block.potash.name
jaopca:block.pure_nether_quartz, block.jaopca.block.pure_nether_quartz.name
jaopca:block.red_alloy, block.jaopca.block.red_alloy.name
jaopca:block.red_steel, block.jaopca.block.red_steel.name
jaopca:block.rhodochrosite, block.jaopca.block.rhodochrosite.name
jaopca:block.rose_gold, block.jaopca.block.rose_gold.name
jaopca:block.ruby, block.jaopca.block.ruby.name
jaopca:block.sapphire, block.jaopca.block.sapphire.name
jaopca:block.scabyst, block.jaopca.block.scabyst.name
jaopca:block.serpentine, block.jaopca.block.serpentine.name
jaopca:block.silicon, block.jaopca.block.silicon.name
jaopca:block.slag, block.jaopca.block.slag.name
jaopca:block.slag_rich, block.jaopca.block.slag_rich.name
jaopca:block.sterling_silver, block.jaopca.block.sterling_silver.name
jaopca:block.terrasteel, block.jaopca.block.terrasteel.name
jaopca:block.thorium, block.jaopca.block.thorium.name
jaopca:block.topaz, block.jaopca.block.topaz.name
jaopca:block.tough_alloy, block.jaopca.block.tough_alloy.name
jaopca:block.tourmaline, block.jaopca.block.tourmaline.name
jaopca:block.tracer, block.jaopca.block.tracer.name
jaopca:block.tungsten_steel, block.jaopca.block.tungsten_steel.name
jaopca:block.unknown, block.jaopca.block.unknown.name
jaopca:block.unstable, block.jaopca.block.unstable.name
jaopca:block.weak_blue_steel, block.jaopca.block.weak_blue_steel.name
jaopca:block.weak_red_steel, block.jaopca.block.weak_red_steel.name
jaopca:block.weak_steel, block.jaopca.block.weak_steel.name
jaopca:block.wheat, block.jaopca.block.wheat.name
jaopca:block.white_phosphorus, block.jaopca.block.white_phosphorus.name
jaopca:block.wood, block.jaopca.block.wood.name
jaopca:block.zircaloy, block.jaopca.block.zircaloy.name
jaopca:block.zirconium, block.jaopca.block.zirconium.name
jaopca:dust.agate, item.jaopca.dust.agate.name
jaopca:dust.alubrass, item.jaopca.dust.alubrass.name
jaopca:dust.amber, item.jaopca.dust.amber.name
jaopca:dust.amethyst, item.jaopca.dust.amethyst.name
jaopca:dust.aqua_middle_gem, item.jaopca.dust.aqua_middle_gem.name
jaopca:dust.aquamarine, item.jaopca.dust.aquamarine.name
jaopca:dust.arsenic, item.jaopca.dust.arsenic.name
jaopca:dust.beryl, item.jaopca.dust.beryl.name
jaopca:dust.carbon, item.jaopca.dust.carbon.name
jaopca:dust.carobbiite, item.jaopca.dust.carobbiite.name
jaopca:dust.charged_certus_quartz, item.jaopca.dust.charged_certus_quartz.name
jaopca:dust.chromite, item.jaopca.dust.chromite.name
jaopca:dust.cinnabar, item.jaopca.dust.cinnabar.name
jaopca:dust.dawnstone, item.jaopca.dust.dawnstone.name
jaopca:dust.demonic_metal, item.jaopca.dust.demonic_metal.name
jaopca:dust.elven_elementium, item.jaopca.dust.elven_elementium.name
jaopca:dust.emerald, item.jaopca.dust.emerald.name
jaopca:dust.enchanted_metal, item.jaopca.dust.enchanted_metal.name
jaopca:dust.ender_biotite, item.jaopca.dust.ender_biotite.name
jaopca:dust.evil_metal, item.jaopca.dust.evil_metal.name
jaopca:dust.garnet, item.jaopca.dust.garnet.name
jaopca:dust.green_middle_gem, item.jaopca.dust.green_middle_gem.name
jaopca:dust.gypsum, item.jaopca.dust.gypsum.name
jaopca:dust.halite, item.jaopca.dust.halite.name
jaopca:dust.jade, item.jaopca.dust.jade.name
jaopca:dust.jasper, item.jaopca.dust.jasper.name
jaopca:dust.kimberlite, item.jaopca.dust.kimberlite.name
jaopca:dust.knightslime, item.jaopca.dust.knightslime.name
jaopca:dust.life_crystal, item.jaopca.dust.life_crystal.name
jaopca:dust.lignite, item.jaopca.dust.lignite.name
jaopca:dust.magnet, item.jaopca.dust.magnet.name
jaopca:dust.manasteel, item.jaopca.dust.manasteel.name
jaopca:dust.moon, item.jaopca.dust.moon.name
jaopca:dust.octine, item.jaopca.dust.octine.name
jaopca:dust.opal, item.jaopca.dust.opal.name
jaopca:dust.peridot, item.jaopca.dust.peridot.name
jaopca:dust.pigiron, item.jaopca.dust.pigiron.name
jaopca:dust.pure_nether_quartz, item.jaopca.dust.pure_nether_quartz.name
jaopca:dust.refined_glowstone, item.jaopca.dust.refined_glowstone.name
jaopca:dust.rhodochrosite, item.jaopca.dust.rhodochrosite.name
jaopca:dust.ruby, item.jaopca.dust.ruby.name
jaopca:dust.sapphire, item.jaopca.dust.sapphire.name
jaopca:dust.scabyst, item.jaopca.dust.scabyst.name
jaopca:dust.serpentine, item.jaopca.dust.serpentine.name
jaopca:dust.slag_rich, item.jaopca.dust.slag_rich.name
jaopca:dust.syrmorite, item.jaopca.dust.syrmorite.name
jaopca:dust.terrasteel, item.jaopca.dust.terrasteel.name
jaopca:dust.thaumium, item.jaopca.dust.thaumium.name
jaopca:dust.topaz, item.jaopca.dust.topaz.name
jaopca:dust.tourmaline, item.jaopca.dust.tourmaline.name
jaopca:dust.unknown, item.jaopca.dust.unknown.name
jaopca:dust.unstable, item.jaopca.dust.unstable.name
jaopca:dust.valonite, item.jaopca.dust.valonite.name
jaopca:dust.weak_blue_steel, item.jaopca.dust.weak_blue_steel.name
jaopca:dust.weak_red_steel, item.jaopca.dust.weak_red_steel.name
jaopca:dust.weak_steel, item.jaopca.dust.weak_steel.name
jaopca:ic2_crushed.adamantine, item.jaopca.ic2_crushed.adamantine.name
jaopca:ic2_crushed.alduorite, item.jaopca.ic2_crushed.alduorite.name
jaopca:ic2_crushed.aluminium, item.jaopca.ic2_crushed.aluminium.name
jaopca:ic2_crushed.aluminum, item.jaopca.ic2_crushed.aluminum.name
jaopca:ic2_crushed.antimony, item.jaopca.ic2_crushed.antimony.name
jaopca:ic2_crushed.ardite, item.jaopca.ic2_crushed.ardite.name
jaopca:ic2_crushed.astral_silver, item.jaopca.ic2_crushed.astral_silver.name
jaopca:ic2_crushed.astral_starmetal, item.jaopca.ic2_crushed.astral_starmetal.name
jaopca:ic2_crushed.atlarus, item.jaopca.ic2_crushed.atlarus.name
jaopca:ic2_crushed.bismuth, item.jaopca.ic2_crushed.bismuth.name
jaopca:ic2_crushed.carmot, item.jaopca.ic2_crushed.carmot.name
jaopca:ic2_crushed.ceruclase, item.jaopca.ic2_crushed.ceruclase.name
jaopca:ic2_crushed.cobalt, item.jaopca.ic2_crushed.cobalt.name
jaopca:ic2_crushed.deep_iron, item.jaopca.ic2_crushed.deep_iron.name
jaopca:ic2_crushed.eximite, item.jaopca.ic2_crushed.eximite.name
jaopca:ic2_crushed.ignatius, item.jaopca.ic2_crushed.ignatius.name
jaopca:ic2_crushed.infuscolium, item.jaopca.ic2_crushed.infuscolium.name
jaopca:ic2_crushed.iridium, item.jaopca.ic2_crushed.iridium.name
jaopca:ic2_crushed.kalendrite, item.jaopca.ic2_crushed.kalendrite.name
jaopca:ic2_crushed.lemurite, item.jaopca.ic2_crushed.lemurite.name
jaopca:ic2_crushed.lithium, item.jaopca.ic2_crushed.lithium.name
jaopca:ic2_crushed.lutetium, item.jaopca.ic2_crushed.lutetium.name
jaopca:ic2_crushed.manganese, item.jaopca.ic2_crushed.manganese.name
jaopca:ic2_crushed.meutoite, item.jaopca.ic2_crushed.meutoite.name
jaopca:ic2_crushed.midasium, item.jaopca.ic2_crushed.midasium.name
jaopca:ic2_crushed.mithril, item.jaopca.ic2_crushed.mithril.name
jaopca:ic2_crushed.nickel, item.jaopca.ic2_crushed.nickel.name
